"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/27/2020","AQS","110010043","1","0.4","ppm","5","MCMILLAN  NCore-PAMS","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/28/2020","AQS","110010043","1","0.4","ppm","5","MCMILLAN  NCore-PAMS","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/29/2020","AQS","110010043","1","0.2","ppm","2","MCMILLAN  NCore-PAMS","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/30/2020","AQS","110010043","1","0.2","ppm","2","MCMILLAN  NCore-PAMS","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"07/01/2020","AQS","110010043","1","0.2","ppm","2","MCMILLAN  NCore-PAMS","2","8.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"01/01/2020","AQS","110010051","1","0.8","ppm","9","Near Road","19","79.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/02/2020","AQS","110010051","1","1.4","ppm","16","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/03/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/04/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/05/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/06/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/07/2020","AQS","110010051","1","1.1","ppm","13","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/08/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/09/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/10/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/11/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/12/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/13/2020","AQS","110010051","1","1","ppm","11","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/14/2020","AQS","110010051","1","1","ppm","11","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/15/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/16/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/17/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/18/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/19/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/20/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/21/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/22/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/23/2020","AQS","110010051","1","1.2","ppm","14","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/24/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/25/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/26/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/27/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/28/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/29/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/30/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"01/31/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/01/2020","AQS","110010051","1","1.1","ppm","13","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/02/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/03/2020","AQS","110010051","1","0.9","ppm","10","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/04/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/05/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/06/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/07/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/08/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/09/2020","AQS","110010051","1","0.9","ppm","10","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/10/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/11/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/12/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/13/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/14/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/15/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/16/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/17/2020","AQS","110010051","1","0.9","ppm","10","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/18/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/19/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/20/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/21/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/22/2020","AQS","110010051","1","0.9","ppm","10","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/23/2020","AQS","110010051","1","1.3","ppm","15","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/24/2020","AQS","110010051","1","0.9","ppm","10","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/25/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/26/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/27/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/28/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"02/29/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/01/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/02/2020","AQS","110010051","1","0.6","ppm","7","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/03/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/04/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/05/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/06/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/07/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/08/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/09/2020","AQS","110010051","1","0.5","ppm","6","Near Road","18","75.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/10/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/11/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/12/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/13/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/14/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/15/2020","AQS","110010051","1","0.7","ppm","8","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/16/2020","AQS","110010051","1","1","ppm","11","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/17/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/18/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/19/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/20/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/21/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/22/2020","AQS","110010051","1","0.3","ppm","3","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/23/2020","AQS","110010051","1","0.2","ppm","2","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/24/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/25/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/26/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/27/2020","AQS","110010051","1","0.4","ppm","5","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
"03/28/2020","AQS","110010051","1","0.5","ppm","6","Near Road","24","100.0000","42101","Carbon monoxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.8947700009222","-76.953426"
