"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/27/2016","AQS","110010043","4","17","ug/m3 SC","16","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/28/2016","AQS","110010043","4","5","ug/m3 SC","5","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/29/2016","AQS","110010043","4","4","ug/m3 SC","4","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/30/2016","AQS","110010043","4","15","ug/m3 SC","14","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/31/2016","AQS","110010043","4","18","ug/m3 SC","17","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/01/2016","AQS","110010043","4","9","ug/m3 SC","8","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/02/2016","AQS","110010043","4","8","ug/m3 SC","7","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/03/2016","AQS","110010043","4","5","ug/m3 SC","5","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/04/2016","AQS","110010043","4","11","ug/m3 SC","10","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/05/2016","AQS","110010043","4","9","ug/m3 SC","8","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/06/2016","AQS","110010043","4","22","ug/m3 SC","20","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/07/2016","AQS","110010043","4","7","ug/m3 SC","6","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/08/2016","AQS","110010043","4","5","ug/m3 SC","5","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/09/2016","AQS","110010043","4","6","ug/m3 SC","6","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/10/2016","AQS","110010043","4","7","ug/m3 SC","6","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/11/2016","AQS","110010043","4","15","ug/m3 SC","14","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/12/2016","AQS","110010043","4","10","ug/m3 SC","9","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/13/2016","AQS","110010043","4","13","ug/m3 SC","12","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/14/2016","AQS","110010043","4","25","ug/m3 SC","23","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/15/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/16/2016","AQS","110010043","4","22","ug/m3 SC","20","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/17/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/22/2016","AQS","110010043","4","13","ug/m3 SC","12","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/23/2016","AQS","110010043","4","10","ug/m3 SC","9","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/24/2016","AQS","110010043","4","8","ug/m3 SC","7","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/25/2016","AQS","110010043","4","19","ug/m3 SC","18","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/26/2016","AQS","110010043","4","25","ug/m3 SC","23","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/27/2016","AQS","110010043","4","17","ug/m3 SC","16","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/28/2016","AQS","110010043","4","19","ug/m3 SC","18","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/29/2016","AQS","110010043","4","15","ug/m3 SC","14","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/30/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/01/2016","AQS","110010043","4","6","ug/m3 SC","6","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/02/2016","AQS","110010043","4","11","ug/m3 SC","10","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/03/2016","AQS","110010043","4","13","ug/m3 SC","12","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/04/2016","AQS","110010043","4","8","ug/m3 SC","7","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/05/2016","AQS","110010043","4","9","ug/m3 SC","8","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/06/2016","AQS","110010043","4","5","ug/m3 SC","5","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/07/2016","AQS","110010043","4","5","ug/m3 SC","5","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/08/2016","AQS","110010043","4","12","ug/m3 SC","11","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/09/2016","AQS","110010043","4","15","ug/m3 SC","14","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/10/2016","AQS","110010043","4","19","ug/m3 SC","18","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/11/2016","AQS","110010043","4","16","ug/m3 SC","15","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/12/2016","AQS","110010043","4","17","ug/m3 SC","16","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/13/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/14/2016","AQS","110010043","4","15","ug/m3 SC","14","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/15/2016","AQS","110010043","4","12","ug/m3 SC","11","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/16/2016","AQS","110010043","4","12","ug/m3 SC","11","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/17/2016","AQS","110010043","4","14","ug/m3 SC","13","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/18/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/19/2016","AQS","110010043","4","21","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/20/2016","AQS","110010043","4","22","ug/m3 SC","20","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/21/2016","AQS","110010043","4","10","ug/m3 SC","9","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/22/2016","AQS","110010043","4","5","ug/m3 SC","5","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/23/2016","AQS","110010043","4","14","ug/m3 SC","13","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/24/2016","AQS","110010043","4","17","ug/m3 SC","16","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/25/2016","AQS","110010043","4","25","ug/m3 SC","23","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/26/2016","AQS","110010043","4","34","ug/m3 SC","31","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/27/2016","AQS","110010043","4","30","ug/m3 SC","28","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/28/2016","AQS","110010043","4","25","ug/m3 SC","23","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/29/2016","AQS","110010043","4","12","ug/m3 SC","11","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/30/2016","AQS","110010043","4","8","ug/m3 SC","7","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"05/31/2016","AQS","110010043","4","13","ug/m3 SC","12","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/01/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/02/2016","AQS","110010043","4","9","ug/m3 SC","8","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/03/2016","AQS","110010043","4","16","ug/m3 SC","15","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/04/2016","AQS","110010043","4","12","ug/m3 SC","11","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/05/2016","AQS","110010043","4","8","ug/m3 SC","7","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/06/2016","AQS","110010043","4","10","ug/m3 SC","9","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/07/2016","AQS","110010043","4","19","ug/m3 SC","18","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/08/2016","AQS","110010043","4","19","ug/m3 SC","18","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/09/2016","AQS","110010043","4","16","ug/m3 SC","15","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/10/2016","AQS","110010043","4","19","ug/m3 SC","18","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/11/2016","AQS","110010043","4","28","ug/m3 SC","26","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/12/2016","AQS","110010043","4","21","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/13/2016","AQS","110010043","4","17","ug/m3 SC","16","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/14/2016","AQS","110010043","4","15","ug/m3 SC","14","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/15/2016","AQS","110010043","4","25","ug/m3 SC","23","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/16/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/17/2016","AQS","110010043","4","12","ug/m3 SC","11","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/18/2016","AQS","110010043","4","14","ug/m3 SC","13","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/19/2016","AQS","110010043","4","13","ug/m3 SC","12","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/20/2016","AQS","110010043","4","20","ug/m3 SC","19","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"06/21/2016","AQS","110010043","4","14","ug/m3 SC","13","MCMILLAN  NCore-PAMS","1","100.0000","81102","PM10 Total 0-10um STP","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
